,id,title,overview,popularity,vote_average,vote_count,genres,cast,keywords,year,tags,poster_link
394,1573,Die Hard 2,"['John', 'McClane', 'is', 'an', 'off-duty', 'cop', 'gripped', 'with', 'a', 'feeling', 'of', 'déjà', 'vu', 'when', 'on', 'a', 'snowy', 'Christmas', 'Eve', 'in', 'the', ""nation's"", 'capital,', 'terrorists', 'seize', 'a', 'major', 'international', 'airport,', 'holding', 'thousands', 'of', 'holiday', 'travelers', 'hostage.', 'Renegade', 'military', 'commandos', 'led', 'by', 'a', 'murderous', 'rogue', 'officer', 'plot', 'to', 'rescue', 'a', 'drug', 'lord', 'from', 'justice', 'and', 'are', 'prepared', 'for', 'every', 'contingency', 'except', 'one:', ""McClane's"", 'smart-mouthed', 'heroics.']",57.69847,6.6,1896,"['Action', 'Thriller']","['BruceWillis', 'BonnieBedelia', 'WilliamAtherton']","['ambush', 'helicopter', 'journalist', 'basedonnovel', 'airport', 'handgrenade', 'fistfight', 'cop', 'sequel', 'snow', 'dullesinternationalairport', 'shootout', 'officerinvolvedshooting', 'terrorism', 'explosion', 'church', 'violence', 'sabotage', 'walkietalkie', 'swatteam', 'airtrafficcontrol', 'commandounit', 'snowmobile']",1990,"John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics. Action Thriller ambush helicopter journalist basedonnovel airport handgrenade fistfight cop sequel snow dullesinternationalairport shootout officerinvolvedshooting terrorism explosion church violence sabotage walkietalkie swatteam airtrafficcontrol commandounit snowmobile BruceWillis BonnieBedelia WilliamAtherton","https://m.media-amazon.com/images/M/MV5BMzMzYzk3ZTEtZDg0My00MTY5LWE3ZmQtYzNhYjhjN2RhZGRjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
395,9257,S.W.A.T.,"['Hondo', 'Harrelson', 'recruits', 'Jim', 'Street', 'to', 'join', 'an', 'elite', 'unit', 'of', 'the', 'Los', 'Angeles', 'Police', 'Department.', 'Together', 'they', 'seek', 'out', 'more', 'members,', 'including', 'tough', 'Deke', 'Kay', 'and', 'single', 'mom', 'Chris', 'Sanchez.', 'The', ""team's"", 'first', 'big', 'assignment', 'is', 'to', 'escort', 'crime', 'boss', 'Alex', 'Montel', 'to', 'prison.', 'It', 'seems', 'routine,', 'but', 'when', 'Montel', 'offers', 'a', 'huge', 'reward', 'to', 'anyone', 'who', 'can', 'break', 'him', 'free,', 'criminals', 'of', 'various', 'stripes', 'step', 'up', 'for', 'the', 'prize.']",34.052253,5.8,770,"['Action', 'Thriller', 'Crime']","['SamuelL.Jackson', 'ColinFarrell', 'MichelleRodriguez']","['liberation', 'transportofprisoners', 'specialunit', 'weapon', 'losangeles']",2003,"Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize. Action Thriller Crime liberation transportofprisoners specialunit weapon losangeles SamuelL.Jackson ColinFarrell MichelleRodriguez","https://m.media-amazon.com/images/M/MV5BMTJkMGQxMGItMTlkOC00YWYzLWJhMDEtOTliNjcwNGM1MmFhXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_QL75_UX190_CR0,2,190,281_.jpg"
396,1903,Vanilla Sky,"['David', 'Aames', '(Tom', 'Cruise)', 'has', 'it', 'all:', 'wealth,', 'good', 'looks', 'and', 'gorgeous', 'women', 'on', 'his', 'arm.', 'But', 'just', 'as', 'he', 'begins', 'falling', 'for', 'the', 'warmhearted', 'Sofia', '(Penelope', 'Cruz),', 'his', 'face', 'is', 'horribly', 'disfigured', 'in', 'a', 'car', 'accident.', ""That's"", 'just', 'the', 'beginning', 'of', 'his', 'troubles', 'as', 'the', 'lines', 'between', 'illusion', 'and', 'reality,', 'between', 'life', 'and', 'death,', 'are', 'blurred.']",27.299301,6.5,1078,"['Drama', 'Mystery', 'Romance', 'ScienceFiction', 'Thriller']","['TomCruise', 'PenélopeCruz', 'CameronDiaz']","['amnesia', 'ex-girlfriend', 'virtualreality']",2001,"David Aames (Tom Cruise) has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia (Penelope Cruz), his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred. Drama Mystery Romance ScienceFiction Thriller amnesia ex-girlfriend virtualreality TomCruise PenélopeCruz CameronDiaz","https://m.media-amazon.com/images/M/MV5BYzFlMTJjYzUtMWFjYy00NjkyLTg1Y2EtYmZkMjdlOGQ1ZGYwL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg"
397,9697,Lady in the Water,"['Apartment', 'building', 'superintendent', 'Cleveland', 'Heep', 'rescues', 'what', 'he', 'thinks', 'is', 'a', 'young', 'woman', 'from', 'the', 'pool', 'he', 'maintains.', 'When', 'he', 'discovers', 'that', 'she', 'is', 'actually', 'a', 'character', 'from', 'a', 'bedtime', 'story', 'who', 'is', 'trying', 'to', 'make', 'the', 'journey', 'back', 'to', 'her', 'home,', 'he', 'works', 'with', 'his', 'tenants', 'to', 'protect', 'his', 'new', 'friend', 'from', 'the', 'creatures', 'that', 'are', 'determined', 'to', 'keep', 'her', 'in', 'our', 'world.']",20.219385,5.3,409,"['Drama', 'Thriller', 'Fantasy', 'Mystery']","['PaulGiamatti', 'JeffreyWright', 'BobBalaban']","['fortuneteller', 'religionandsupernatural', 'supernaturalpowers', 'mythicalcreature', 'hell', 'swimmingpool', 'nixe', 'aftercreditsstinger']",2006,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world. Drama Thriller Fantasy Mystery fortuneteller religionandsupernatural supernaturalpowers mythicalcreature hell swimmingpool nixe aftercreditsstinger PaulGiamatti JeffreyWright BobBalaban","https://m.media-amazon.com/images/M/MV5BMjEyNTc0NTk5M15BMl5BanBnXkFtZTcwMDE5NzkyMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg"
398,395,AVP: Alien vs. Predator,"['When', 'scientists', 'discover', 'something', 'in', 'the', 'Arctic', 'that', 'appears', 'to', 'be', 'a', 'buried', 'Pyramid,', 'they', 'send', 'a', 'research', 'team', 'out', 'to', 'investigate.', 'Little', 'do', 'they', 'know', 'that', 'they', 'are', 'about', 'to', 'step', 'into', 'a', 'hunting', 'ground', 'where', 'Aliens', 'are', 'grown', 'as', 'sport', 'for', 'the', 'Predator', 'race.']",42.957216,5.5,1217,"['Adventure', 'ScienceFiction', 'Action']","['SanaaLathan', 'RaoulBova', 'EwenBremner']","['savingtheworld', 'predator', 'laserpointer', 'spacemarine', 'pyramid', 'praise', 'alien', 'xenomorph']",2004,"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race. Adventure ScienceFiction Action savingtheworld predator laserpointer spacemarine pyramid praise alien xenomorph SanaaLathan RaoulBova EwenBremner","https://m.media-amazon.com/images/M/MV5BMTU4MjIwMTcyMl5BMl5BanBnXkFtZTYwMTYwNDA3._V1_QL75_UX190_CR0,0,190,281_.jpg"
399,10590,We Were Soldiers,"['The', 'story', 'of', 'the', 'first', 'major', 'battle', 'of', 'the', 'American', 'phase', 'of', 'the', 'Vietnam', 'War', 'and', 'the', 'soldiers', 'on', 'both', 'sides', 'that', 'fought', 'it.']",19.708731,6.7,521,"['Action', 'History', 'War']","['MelGibson', 'GregKinnear', 'MadeleineStowe']","['vietnamveteran', 'missile', 'vietnamwar', 'army', 'major', 'basedontruestory', 'steelhelmet', 'soldier', 'explosion', 'battle', 'bayonet', 'death', 'vietnamese']",2002,The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it. Action History War vietnamveteran missile vietnamwar army major basedontruestory steelhelmet soldier explosion battle bayonet death vietnamese MelGibson GregKinnear MadeleineStowe,"https://m.media-amazon.com/images/M/MV5BZTk3NTc4MTktNjFmZC00ZjdjLWE0ZjgtNTM4NzdmMDBjOTcxXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_QL75_UX190_CR0,0,190,281_.jpg"
400,117263,Olympus Has Fallen,"['When', 'the', 'White', 'House', '(Secret', 'Service', 'Code:', '""Olympus"")', 'is', 'captured', 'by', 'a', 'terrorist', 'mastermind', 'and', 'the', 'President', 'is', 'kidnapped,', 'disgraced', 'former', 'Presidential', 'guard', 'Mike', 'Banning', 'finds', 'himself', 'trapped', 'within', 'the', 'building.', 'As', 'the', 'national', 'security', 'team', 'scrambles', 'to', 'respond,', 'they', 'are', 'forced', 'to', 'rely', 'on', ""Banning's"", 'inside', 'knowledge', 'to', 'help', 'retake', 'the', 'White', 'House,', 'save', 'the', 'President', 'and', 'avert', 'an', 'even', 'bigger', 'disaster.']",59.428223,6.2,2981,"['Action', 'Thriller']","['GerardButler', 'AaronEckhart', 'AngelaBassett']","['whitehouse', 'secretservice', 'terroristattack']",2013,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster. Action Thriller whitehouse secretservice terroristattack GerardButler AaronEckhart AngelaBassett","https://m.media-amazon.com/images/M/MV5BNTU0NmY4MWYtNzRlMS00MDkxLWJkODYtOTM3NGI2ZDc1NTJhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR0,0,190,281_.jpg"
401,200,Star Trek: Insurrection,"['When', 'an', 'alien', 'race', 'and', 'factions', 'within', 'Starfleet', 'attempt', 'to', 'take', 'over', 'a', 'planet', 'that', 'has', '""regenerative""', 'properties,', 'it', 'falls', 'upon', 'Captain', 'Picard', 'and', 'the', 'crew', 'of', 'the', 'Enterprise', 'to', 'defend', 'the', ""planet's"", 'people', 'as', 'well', 'as', 'the', 'very', 'ideals', 'upon', 'which', 'the', 'Federation', 'itself', 'was', 'founded.']",19.711951,6.3,391,"['ScienceFiction', 'Action', 'Adventure', 'Thriller']","['PatrickStewart', 'JonathanFrakes', 'BrentSpiner']","['spaceopera', 'retribution', 'spacecraftofficer', 'explodingship']",1998,"When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded. ScienceFiction Action Adventure Thriller spaceopera retribution spacecraftofficer explodingship PatrickStewart JonathanFrakes BrentSpiner","https://m.media-amazon.com/images/M/MV5BNWEzZDI0NjEtY2FkMC00ZjQwLWI2YzgtZDEyMzMwZmRlZDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg"
402,44943,Battle: Los Angeles,"['The', 'Earth', 'is', 'attacked', 'by', 'unknown', 'forces.', 'As', 'people', 'everywhere', 'watch', 'the', ""world's"", 'great', 'cities', 'fall,', 'Los', 'Angeles', 'becomes', 'the', 'last', 'stand', 'for', 'mankind', 'in', 'a', 'battle', 'no', 'one', 'expected.', ""It's"", 'up', 'to', 'a', 'Marine', 'staff', 'sergeant', 'and', 'his', 'new', 'platoon', 'to', 'draw', 'a', 'line', 'in', 'the', 'sand', 'as', 'they', 'take', 'on', 'an', 'enemy', 'unlike', 'any', ""they've"", 'ever', 'encountered', 'before.']",49.199234,5.5,1448,"['Action', 'ScienceFiction']","['AaronEckhart', 'RamónRodríguez', 'WillRothhaar']","['savingtheworld', 'hero', 'marinecorps', 'chaos', 'retirement', 'survivor', 'meteor', 'spaceinvasion', 'alien', 'battlefield', 'survival', 'sergeant', 'losangeles', 'battle', 'danger', 'escapade', 'u.s.marine', 'heroicmission', 'evilalien', 'chaosandmayham']",2011,"The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before. Action ScienceFiction savingtheworld hero marinecorps chaos retirement survivor meteor spaceinvasion alien battlefield survival sergeant losangeles battle danger escapade u.s.marine heroicmission evilalien chaosandmayham AaronEckhart RamónRodríguez WillRothhaar","https://m.media-amazon.com/images/M/MV5BMDg2NzQwOGMtMGRkNC00YjAwLTg4NjgtZWQwYzljZmM1YzA4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY281_CR0,0,190,281_.jpg"
403,587,Big Fish,"['Throughout', 'his', 'life', 'Edward', 'Bloom', 'has', 'always', 'been', 'a', 'man', 'of', 'big', 'appetites,', 'enormous', 'passions', 'and', 'tall', 'tales.', 'In', 'his', 'later', 'years,', 'he', 'remains', 'a', 'huge', 'mystery', 'to', 'his', 'son,', 'William.', 'Now,', 'to', 'get', 'to', 'know', 'the', 'real', 'man,', 'Will', 'begins', 'piecing', 'together', 'a', 'true', 'picture', 'of', 'his', 'father', 'from', 'flashbacks', 'of', 'his', 'amazing', 'adventures.']",46.199482,7.6,1994,"['Adventure', 'Fantasy', 'Drama']","['EwanMcGregor', 'AlbertFinney', 'BillyCrudup']","['circus', 'fathersonrelationship', 'witch', 'fish', 'fishing', ""loveofone'slife"", 'leech', 'storyteller', 'apoplecticstroke', 'fair', 'mermaid', 'cancer', 'relationship', 'youth', 'gentlegiant']",2003,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures. Adventure Fantasy Drama circus fathersonrelationship witch fish fishing loveofone'slife leech storyteller apoplecticstroke fair mermaid cancer relationship youth gentlegiant EwanMcGregor AlbertFinney BillyCrudup","https://m.media-amazon.com/images/M/MV5BZTNlNTQzMGEtYjU4Yi00MzEzLThmMTQtNmM0NzcxZWI1MTk0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg"
404,10395,Wolf,"['Publisher', 'Will', 'Randall', 'becomes', 'a', 'werewolf', 'and', 'has', 'to', 'fight', 'to', 'keep', 'his', 'job.']",13.758526,6.0,216,['Fantasy'],"['JackNicholson', 'ChristopherPlummer', 'JamesSpader']","['adultery', 'heal', 'bite', 'werewolf']",1994,Publisher Will Randall becomes a werewolf and has to fight to keep his job. Fantasy adultery heal bite werewolf JackNicholson ChristopherPlummer JamesSpader,"https://m.media-amazon.com/images/M/MV5BNjVkNGVlOGUtMTA0Ni00YjMyLTkxNTctMjZiOWFmYjFhMjMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg"
405,57212,War Horse,"['Follows', 'a', 'young', 'man', 'named', 'Albert', 'and', 'his', 'horse,', 'Joey,', 'and', 'how', 'their', 'bond', 'is', 'broken', 'when', 'Joey', 'is', 'sold', 'to', 'the', 'cavalry', 'and', 'sent', 'to', 'the', 'trenches', 'of', 'World', 'War', 'One.', 'Despite', 'being', 'too', 'young', 'to', 'enlist,', 'Albert', 'heads', 'to', 'France', 'to', 'save', 'his', 'friend.']",29.505574,7.0,992,"['Drama', 'War']","['TomHiddleston', 'BenedictCumberbatch', 'TobyKebbell']","['worldwari', 'horse', 'farmlife', 'execution', 'trapped', 'alcoholic', 'cavalry', 'plowing', 'artillery']",2011,"Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend. Drama War worldwari horse farmlife execution trapped alcoholic cavalry plowing artillery TomHiddleston BenedictCumberbatch TobyKebbell","https://m.media-amazon.com/images/M/MV5BMjExNzkxOTYyNl5BMl5BanBnXkFtZTcwODA0MjU4Ng@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
406,33909,Wall Street: Money Never Sleeps,"['As', 'the', 'global', 'economy', 'teeters', 'on', 'the', 'brink', 'of', 'disaster,', 'a', 'young', 'Wall', 'Street', 'trader', 'partners', 'with', 'disgraced', 'former', 'Wall', 'Street', 'corporate', 'raider', 'Gordon', 'Gekko', 'on', 'a', 'two', 'tiered', 'mission:', 'To', 'alert', 'the', 'financial', 'community', 'to', 'the', 'coming', 'doom,', 'and', 'to', 'find', 'out', 'who', 'was', 'responsible', 'for', 'the', 'death', 'of', 'the', 'young', ""trader's"", 'mentor.']",23.25645,5.8,493,"['Drama', 'Crime']","['MichaelDouglas', 'ShiaLaBeouf', 'JoshBrolin']",['duringcreditsstinger'],2010,"As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor. Drama Crime duringcreditsstinger MichaelDouglas ShiaLaBeouf JoshBrolin","https://m.media-amazon.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
407,49017,Dracula Untold,"['Vlad', 'Tepes', 'is', 'a', 'great', 'hero,', 'but', 'when', 'he', 'learns', 'the', 'Sultan', 'is', 'preparing', 'for', 'battle', 'and', 'needs', 'to', 'form', 'an', 'army', 'of', '1,000', 'boys,', 'including', ""Vlad's"", 'son,', 'he', 'vows', 'to', 'find', 'a', 'way', 'to', 'protect', 'his', 'family.', 'Vlad', 'turns', 'to', 'dark', 'forces', 'in', 'order', 'to', 'get', 'the', 'power', 'to', 'destroy', 'his', 'enemies', 'and', 'agrees', 'to', 'go', 'from', 'hero', 'to', 'monster', 'as', ""he's"", 'turned', 'into', 'the', 'mythological', 'vampire', 'Dracula.']",64.457947,6.2,2389,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']","['LukeEvans', 'SarahGadon', 'DominicCooper']","['vampire', 'dracula', 'bite', 'battle', '15thcentury', 'ottomanempire', 'vlad', 'fangvamp', 'tepes']",2014,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula. Horror Action Drama Fantasy War vampire dracula bite battle 15thcentury ottomanempire vlad fangvamp tepes LukeEvans SarahGadon DominicCooper","https://m.media-amazon.com/images/M/MV5BMTkzNzI1OTI4N15BMl5BanBnXkFtZTgwNTQ2NzEwMjE@._V1_QL75_UX190_CR0,10,190,281_.jpg"
408,2270,Stardust,"['In', 'a', 'countryside', 'town', 'bordering', 'on', 'a', 'magical', 'land,', 'a', 'young', 'man', 'makes', 'a', 'promise', 'to', 'his', 'beloved', 'that', ""he'll"", 'retrieve', 'a', 'fallen', 'star', 'by', 'venturing', 'into', 'the', 'magical', 'realm.', 'His', 'journey', 'takes', 'him', 'into', 'a', 'world', 'beyond', 'his', 'wildest', 'dreams', 'and', 'reveals', 'his', 'true', 'identity.']",48.032734,7.1,1184,"['Adventure', 'Fantasy', 'Romance', 'Family']","['ClaireDanes', 'CharlieCox', 'MichellePfeiffer']","['witch', 'basedonnovel', 'newlove', 'prince', 'beauty', 'star', 'kingdom', 'wall', 'fallingstar', 'royalty', 'unrequitedlove', 'goodvsevil', 'fratricide']",2007,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity. Adventure Fantasy Romance Family witch basedonnovel newlove prince beauty star kingdom wall fallingstar royalty unrequitedlove goodvsevil fratricide ClaireDanes CharlieCox MichellePfeiffer","https://m.media-amazon.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
409,978,Seven Years in Tibet,"['Austrian', 'mountaineer,', 'Heinrich', 'Harrer', 'journeys', 'to', 'the', 'Himalayas', 'without', 'his', 'family', 'to', 'head', 'an', 'expedition', 'in', '1939.', 'But', 'when', 'World', 'War', 'II', 'breaks', 'out,', 'the', 'arrogant', 'Harrer', 'falls', 'into', 'Allied', ""forces'"", 'hands', 'as', 'a', 'prisoner', 'of', 'war.', 'He', 'escapes', 'with', 'a', 'fellow', 'detainee', 'and', 'makes', 'his', 'way', 'to', 'Llaso,', 'Tibet,', 'where', 'he', 'meets', 'the', '14-year-old', 'Dalai', 'Lama,', 'whose', 'friendship', 'ultimately', 'transforms', 'his', 'outlook', 'on', 'life.']",16.92991,7.0,630,"['Adventure', 'Drama', 'History']","['BradPitt', 'JamyangJamtshoWangchuk', 'DavidThewlis']","['buddhism', 'himalaya', 'austria', 'mountains', 'buddhistmonk', 'worldwarii', 'prisonersofwar', 'monsoon', 'tibet', 'dalailama', 'mountaineer', 'lhasa', 'wedding']",1997,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life. Adventure Drama History buddhism himalaya austria mountains buddhistmonk worldwarii prisonersofwar monsoon tibet dalailama mountaineer lhasa wedding BradPitt JamyangJamtshoWangchuk DavidThewlis","https://m.media-amazon.com/images/M/MV5BNWIxYTVmOTctMzg2YS00MGRhLThiZTYtYmU5ZGNiYjQzOTU1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY281_CR1,0,190,281_.jpg"
410,3132,Bad Company,"['When', 'a', 'Harvard-educated', 'CIA', 'agent', 'is', 'killed', 'during', 'an', 'operation,', 'the', 'secret', 'agency', 'recruits', 'his', 'twin', 'brother.']",14.086292,5.4,228,"['Action', 'Adventure', 'Comedy', 'Thriller']","['AnthonyHopkins', 'ChrisRock', 'PeterStormare']","['ambush', 'cia', 'assassin', 'nightclub', 'hustler', 'hiddencamera', 'decoy', 'undercoveragent', 'twinbrother', 'deception', 'betrayal', 'mistakenidentity', 'shootout', 'espionage', 'footchase', 'carchase', 'silencer', 'surveillance', 'agent', 'impersonation', 'langleyvirginia', 'oddcouple']",2002,"When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother. Action Adventure Comedy Thriller ambush cia assassin nightclub hustler hiddencamera decoy undercoveragent twinbrother deception betrayal mistakenidentity shootout espionage footchase carchase silencer surveillance agent impersonation langleyvirginia oddcouple AnthonyHopkins ChrisRock PeterStormare","https://m.media-amazon.com/images/M/MV5BMzY0YTZlNTQtNDg1YS00Y2IzLWJhZDctMmE2MDEzN2IzYzg1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR3,0,190,281_.jpg"
411,8814,Doom,"['A', 'team', 'of', 'space', 'marines', 'known', 'as', 'the', 'Rapid', 'Response', 'Tactical', 'Squad,', 'led', 'by', 'Sarge,', 'is', 'sent', 'to', 'a', 'science', 'facility', 'on', 'Mars', 'after', 'somebody', 'reports', 'a', 'security', 'breach.', 'There,', 'they', 'learn', 'that', 'the', 'alert', 'came', 'after', 'a', 'test', 'subject,', 'a', 'mass', 'murderer', 'purposefully', 'injected', 'with', 'alien', 'DNA,', 'broke', 'free', 'and', 'began', 'killing', 'people.', 'Dr.', 'Grimm,', 'who', 'is', 'related', 'to', 'team', 'member', 'Reaper,', 'informs', 'them', 'all', 'that', 'the', 'chromosome', 'can', 'mutate', 'humans', 'into', 'monsters', '--', 'and', 'is', 'highly', 'infectious.']",29.261348,5.0,609,"['Adventure', 'Action', 'Horror']","['DwayneJohnson', 'KarlUrban', 'RosamundPike']","['teleportation', 'basedonvideogame', 'severedear', 'futurewar', 'wisecrackhumor', 'commandomission']",2005,"A team of space marines known as the Rapid Response Tactical Squad, led by Sarge, is sent to a science facility on Mars after somebody reports a security breach. There, they learn that the alert came after a test subject, a mass murderer purposefully injected with alien DNA, broke free and began killing people. Dr. Grimm, who is related to team member Reaper, informs them all that the chromosome can mutate humans into monsters -- and is highly infectious. Adventure Action Horror teleportation basedonvideogame severedear futurewar wisecrackhumor commandomission DwayneJohnson KarlUrban RosamundPike","https://m.media-amazon.com/images/M/MV5BOGQ1NzkxOWUtMjc0Ni00MWY0LTk4YjAtODUzN2I2M2QyYzIzXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_QL75_UX190_CR0,0,190,281_.jpg"
412,8427,I Spy,"['When', 'the', 'Switchblade,', 'the', 'most', 'sophisticated', 'prototype', 'stealth', 'fighter', 'created', 'yet,', 'is', 'stolen', 'from', 'the', 'U.S.', 'government,', 'one', 'of', 'the', 'United', ""States'"", 'top', 'spies,', 'Alex', 'Scott,', 'is', 'called', 'to', 'action.', 'What', 'he', ""doesn't"", 'expect', 'is', 'to', 'get', 'teamed', 'up', 'with', 'a', 'cocky', 'civilian,', 'World', 'Class', 'Boxing', 'Champion', 'Kelly', 'Robinson,', 'on', 'a', 'dangerous', 'top', 'secret', 'espionage', 'mission.', 'Their', 'assignment:', 'using', 'equal', 'parts', 'skill', 'and', 'humor,', 'catch', 'Arnold', 'Gundars,', 'one', 'of', 'the', ""world's"", 'most', 'successful', 'arms', 'dealers.']",13.267631,5.2,269,"['Action', 'Adventure', 'Comedy', 'Thriller']","['EddieMurphy', 'OwenWilson', 'FamkeJanssen']","['budapest', 'kidnapping', 'boxer', 'secretagent', 'liberationofhostage', 'hostage-taking', 'womandirector']",2002,"When the Switchblade, the most sophisticated prototype stealth fighter created yet, is stolen from the U.S. government, one of the United States' top spies, Alex Scott, is called to action. What he doesn't expect is to get teamed up with a cocky civilian, World Class Boxing Champion Kelly Robinson, on a dangerous top secret espionage mission. Their assignment: using equal parts skill and humor, catch Arnold Gundars, one of the world's most successful arms dealers. Action Adventure Comedy Thriller budapest kidnapping boxer secretagent liberationofhostage hostage-taking womandirector EddieMurphy OwenWilson FamkeJanssen","https://m.media-amazon.com/images/M/MV5BODM0NGUxY2MtYWI0Yi00ZDY2LThmZjQtMzBlNWRlODcxYWIxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UX190_CR0,5,190,281_.jpg"
413,52520,Underworld: Awakening,"['After', 'being', 'held', 'in', 'a', 'coma-like', 'state', 'for', 'fifteen', 'years,', 'vampire', 'Selene', 'learns', 'that', 'she', 'has', 'a', 'fourteen-year-old', 'vampire/Lycan', 'hybrid', 'daughter', 'named', 'Nissa,', 'and', 'when', 'she', 'finds', 'her,', 'they', 'must', 'stop', 'BioCom', 'from', 'creating', 'super', 'Lycans', 'that', 'will', 'kill', 'them', 'all.']",58.401204,6.1,1862,"['Fantasy', 'Action', 'Horror']","['KateBeckinsale', 'StephenRea', 'MichaelEaly']","['vampire', 'daughter', 'hybrid', 'childvampire', 'werewolf', 'imax', 'labexperiment', 'werewolfchild', 'fangvamp']",2012,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all. Fantasy Action Horror vampire daughter hybrid childvampire werewolf imax labexperiment werewolfchild fangvamp KateBeckinsale StephenRea MichaelEaly","https://m.media-amazon.com/images/M/MV5BMjAxMjc0ODk0OF5BMl5BanBnXkFtZTcwMTc5NDQwNw@@._V1_QL75_UY281_CR0,0,190,281_.jpg"
